Soil_Type,Rainfall,Temperature,Humidity,Fertilizer_Usage,Pesticide_Usage,Irrigation_Hours,Previous_Yield,Season,Crop_Yield,Crop_Health,Suitability,Productivity_Zone
Clay,918.19,27.31,84.89,206.56,57.01,5.62,2.6,Kharif,5.22,Healthy,Medium,Moderate Productivity
Clay,1065.56,24.1,86.87,248.82,52.46,4.65,3.21,Kharif,5.86,Healthy,High,Moderate Productivity
Sandy,754.87,20.49,85.31,301.03,41.53,7.43,2.33,Rabi,5.92,Healthy,Medium,Moderate Productivity
Loamy,871.25,22.06,94.25,265.3,62.07,3.99,3.43,Kharif,5.78,Healthy,Medium,Moderate Productivity
Sandy,351.69,35.48,75.09,287.35,46.96,11.11,2.35,Summer,4.46,Healthy,Medium,Low Productivity
Loamy,299.12,27.66,80.43,200.08,48.76,3.24,4.21,Summer,5.17,Healthy,Medium,Moderate Productivity
Clay,328.23,37.78,66.32,194.58,50.73,3.34,3.22,Summer,3.96,Healthy,Medium,Low Productivity
Loamy,1187.45,35.39,73.35,194.23,50.69,5.12,4.64,Kharif,6.43,Unhealthy,Medium,High Productivity
Loamy,570.33,34.82,75.51,150.65,47.59,7.04,3.7,Summer,3.79,Healthy,Low,Low Productivity
Loamy,1267.48,28.07,72.35,196.7,41.82,5.15,3.53,Kharif,6.95,Healthy,Medium,High Productivity
Loamy,470.75,31.98,77.5,199.78,65.09,7.86,2.39,Summer,3.08,Healthy,Low,Low Productivity
Sandy,852.33,17.94,95.0,259.87,43.16,8.25,2.94,Rabi,6.12,Healthy,Medium,Moderate Productivity
Clay,1014.87,26.61,70.31,259.61,50.55,4.81,3.29,Kharif,7.21,Healthy,High,High Productivity
Clay,1473.16,31.11,77.65,261.13,44.46,4.82,2.6,Kharif,7.27,Healthy,High,High Productivity
Sandy,1222.21,35.83,74.47,345.62,48.89,5.01,2.68,Kharif,7.18,Healthy,High,High Productivity
Loamy,1513.79,27.66,83.71,139.15,59.45,3.22,4.13,Kharif,6.64,Healthy,High,High Productivity
Sandy,211.57,32.99,78.43,269.34,42.41,8.63,3.63,Summer,4.88,Healthy,Medium,Moderate Productivity
Loamy,502.74,33.53,72.12,274.62,49.66,3.24,4.14,Summer,5.47,Healthy,Medium,Moderate Productivity
Sandy,285.59,32.17,70.19,233.13,45.71,9.76,3.18,Summer,4.8,Healthy,Medium,Low Productivity
Clay,1351.61,29.38,69.75,190.42,36.51,4.19,3.65,Kharif,6.36,Healthy,Medium,High Productivity
Sandy,757.61,19.12,95.0,205.1,63.08,9.83,2.58,Rabi,5.32,Healthy,Medium,Moderate Productivity
Loamy,1211.12,27.04,85.07,140.12,54.63,5.61,4.38,Kharif,5.63,Healthy,High,Moderate Productivity
Loamy,656.23,21.28,94.31,130.32,45.95,2.68,3.25,Rabi,3.32,Healthy,Medium,Low Productivity
Sandy,877.67,30.41,73.88,301.24,55.2,7.95,3.41,Kharif,6.23,Healthy,Medium,High Productivity
Clay,1359.1,25.15,87.84,182.89,40.04,4.59,3.21,Kharif,6.35,Healthy,High,High Productivity
Loamy,428.68,18.0,84.88,208.66,47.18,6.4,3.15,Rabi,5.04,Healthy,Medium,Moderate Productivity
Clay,948.76,29.42,74.35,170.09,40.01,4.48,2.75,Kharif,5.46,Healthy,Medium,Moderate Productivity
Loamy,665.52,20.77,89.7,187.43,56.42,4.92,2.95,Rabi,4.5,Healthy,Medium,Low Productivity
Clay,987.71,17.85,95.0,223.88,45.7,5.16,2.53,Rabi,5.57,Healthy,Medium,Moderate Productivity
Clay,1469.17,25.94,91.27,244.03,56.96,4.3,3.29,Kharif,7.17,Healthy,High,High Productivity
Sandy,253.03,36.53,68.96,304.45,48.63,7.72,2.4,Summer,5.64,Healthy,Medium,Moderate Productivity
Sandy,310.53,11.84,95.0,210.64,46.75,7.37,1.8,Rabi,2.65,Healthy,Low,Low Productivity
Sandy,200.0,33.38,69.36,317.0,61.1,7.4,2.04,Summer,5.22,Healthy,Medium,Low Productivity
Sandy,655.09,21.14,85.2,332.61,40.11,5.98,3.0,Rabi,5.82,Healthy,Medium,Moderate Productivity
Loamy,559.61,38.33,79.11,249.43,31.64,5.07,3.76,Summer,5.48,Unhealthy,Medium,Moderate Productivity
Sandy,200.0,32.66,78.59,362.97,54.14,3.99,2.42,Summer,5.55,Healthy,Medium,Moderate Productivity
Sandy,241.29,31.37,81.92,280.47,25.08,6.78,2.82,Summer,5.47,Healthy,Medium,Moderate Productivity
Sandy,618.09,20.98,87.63,346.66,63.21,5.23,2.49,Rabi,6.41,Healthy,Medium,Moderate Productivity
Clay,1251.98,28.27,80.07,217.32,47.04,4.82,3.75,Kharif,6.4,Healthy,Medium,High Productivity
Sandy,1013.91,21.83,91.3,181.46,35.12,5.71,2.78,Kharif,6.03,Healthy,Medium,Moderate Productivity
Clay,654.35,17.85,90.05,255.07,39.53,5.95,2.8,Rabi,5.08,Healthy,Medium,Moderate Productivity
Loamy,1305.3,27.59,79.44,156.85,29.49,4.28,3.62,Kharif,6.37,Healthy,High,High Productivity
Clay,1256.18,18.36,88.59,297.8,52.41,3.04,3.64,Kharif,8.0,Healthy,High,High Productivity
Loamy,1384.06,36.04,68.51,103.54,29.28,3.54,4.19,Kharif,6.54,Healthy,Medium,High Productivity
Sandy,608.82,23.57,85.96,135.41,52.81,6.05,2.78,Rabi,3.61,Healthy,Medium,Low Productivity
Loamy,1402.12,25.62,79.15,218.34,42.7,5.15,4.08,Kharif,8.0,Healthy,High,High Productivity
Sandy,1078.1,21.52,89.61,138.32,44.13,4.93,2.96,Rabi,5.25,Healthy,Medium,Moderate Productivity
Clay,449.01,40.0,67.43,210.7,47.32,7.48,2.66,Summer,3.87,Healthy,Low,Low Productivity
Loamy,331.32,41.33,63.51,258.46,47.29,2.68,4.36,Summer,4.87,Unhealthy,Medium,Moderate Productivity
Loamy,1400.73,28.06,76.19,194.6,56.32,5.57,4.4,Kharif,7.56,Healthy,High,High Productivity
Loamy,584.4,16.11,95.0,140.69,44.16,6.09,2.97,Rabi,3.51,Healthy,Low,Low Productivity
Sandy,695.75,18.53,89.24,261.2,48.47,8.49,2.27,Rabi,5.22,Healthy,Medium,Low Productivity
Loamy,665.12,19.73,90.55,206.24,42.81,5.75,4.44,Rabi,6.09,Healthy,Medium,High Productivity
Loamy,570.58,16.1,95.0,120.17,52.13,2.1,2.56,Rabi,3.01,Healthy,Low,Low Productivity
Loamy,1260.48,34.7,66.09,290.03,34.05,3.51,4.33,Kharif,8.0,Unhealthy,High,High Productivity
Sandy,448.69,39.62,77.32,235.02,40.95,9.45,2.22,Summer,4.27,Healthy,Medium,Low Productivity
Loamy,1226.29,29.43,78.32,291.34,41.31,4.58,3.43,Kharif,8.0,Healthy,High,High Productivity
